Product (WPN);Datasheet;OPN;Price;Description;Channel Polarity;Configuration;V(BR)DSS Min (V);RDS(on) @ VGS = 10 V (mΩ)†;ID Max (A);Qg @ VGS = 10 V (nC)†;VGS Max (V);Technology;Package Type;Ciss Typ (pF);VGS(th) Max (V);PD Max (W);RDS(on) Max @ VGS = 2.5 V  (mΩ);RDS(on) Max @ VGS = 4.5 V  (mΩ);Qg Typ @ VGS = 4.5 V (nC);Coss Typ (pF);Crss Typ (pF);Qgd Typ @ VGS = 4.5 V (nC);Qrr Typ (nC);Qualification;Tj Max (°C);AEC Qualified;PPAP Capable;Halide Free;Lead Free;Status
FDMS86252L;https://www.onsemi.com/download/data-sheet/pdf/FDMS86252L-D.pdf;FDMS86252L;0.78;N-Channel Shielded Gate PowerTrench<sup>®</sup> MOSFET 150V, 12A, 56mΩ;N-Channel;Single;150;56;12;7.6;20;Silicon;PQFN-8;952;3;50;;75;;74;3;2.3;51;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDBL86062_F085;https://www.onsemi.com/download/data-sheet/pdf/FDBL86062_F085-D.PDF;FDBL86062-F085;3.23;N-Channel PowerTrench<sup>®</sup> MOSFET, 100V, 300A, 2.0mΩ;N-Channel;Single;100;4.3;300;95;20;Silicon;TO-LL 8L;6970;4.5;429;;;;3950;29;20;172;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NTMYS2D4N04C;https://www.onsemi.com/download/data-sheet/pdf/NTMYS2D4N04C-D.PDF;NTMYS2D4N04CTWG;1.52;Power MOSFET 40 V, 140 A, 2.3Ω Single N-Channel;N-Channel;Single;40;2.3;140;32;20;Silicon;LFPAK-4;2100;4;83;;;;1100;40;;40;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDC5614P;https://www.onsemi.com/download/data-sheet/pdf/FDC5614P-D.PDF;FDC5614P;0.19;P-Channel PowerTrench<sup>®</sup> MOSFET,  Logic Level, 60V -3A, 105mΩ;P-Channel;Single;-60;105;-3;15;20;Silicon;TSOT-23-6;759;-3;1.6;;135;0.49;90;39;3;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMC86184;https://www.onsemi.com/download/data-sheet/pdf/FDMC86184-D.PDF;FDMC86184;0.92;N-Channel Shielded Gate PowerTrench<sup>®</sup> MOSFET 100 V, 53 A, 8.5 mΩ;N-Channel;Single;100;8.5;57;14;20;Silicon;PQFN-8;1490;4;54;;;;906;13;4.6;96;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVMFS5C460NL;https://www.onsemi.com/download/data-sheet/pdf/NVMFS5C460NL-D.PDF;NVMFS5C460NLWFT1G;'-;Power MOSFET 40V 78A 4.5mOhm Single N-Channel SO-8FL;N-Channel;Single;40;4.5;78;23;20;Silicon;DFNW5 5x6;1300;2;50;;7.2;11;530;22;3;12;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NTBLS4D0N15MC;https://www.onsemi.com/download/data-sheet/pdf/NTBLS4D0N15MC-D.PDF;NTBLS4D0N15MC;2.71;MOSFET - Power, Single, N-Channel, TOLL, 150 V, 4.4 mΩ, 187A;N-Channel;Single;150;4.4;187;90.4;20;Silicon;TO-LL 8L;7490;4.5;3.4;;;;2055;27.2;12.6;180;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDD390N15ALZ;https://www.onsemi.com/download/data-sheet/pdf/FDD390N15ALZ-D.pdf;FDD390N15ALZ;0.51;N-Channel PowerTrench<sup>®</sup> MOSFET, 150V, 26A, 42mΩ;N-Channel;Single;150;42;26;8.1;20;Silicon;DPAK-3 / TO-252-3;1323;2.8;63;;64;;93;4;2.3;169;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMJS0D9N04C;https://www.onsemi.com/download/data-sheet/pdf/NTMJS0D9N04C-D.PDF;NTMJS0D9N04CTWG;2.47;Power MOSFET 40 V, 0.81Ω, 342 A, Single N-Channel;N-Channel;Single;40;0.81;342;117;20;Silicon;LFPAK-8;7400;4;4.2;;;;4600;127;28;148;Standard;;FALSE;FALSE;TRUE;TRUE;Active
HUF76439S3S;https://www.onsemi.com/download/data-sheet/pdf/HUF76439S3S-D.pdf;HUF76439S3ST;1.11;N-Channel Logic Level UltraFET Power MOSFET 60V, 71A, 14mΩ;N-Channel;Single;60;12;71;38;16;Silicon;D2PAK-3 / TO-263-2;2745;4;180;;15;;840;145;19;140;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS5C442NL;https://www.onsemi.com/download/data-sheet/pdf/NTMFS5C442NL-D.PDF;NTMFS5C442NLT3G;0.82;Single N−Channel Power MOSFET 40V, 130A, 2.5mΩ;N-Channel;Single;40;2.5;130;50;20;Silicon;SO-8FL / DFN-5;3100;2;69;;3.7;;1200;28;6.7;40;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDB5800;https://www.onsemi.com/download/data-sheet/pdf/FDB5800-D.pdf;FDB5800;1.46;N-Channel PowerTrench<sup>®</sup> MOSFET, Logic Level, 60V, 80A, 6mΩ;N-Channel;Single;60;6;80;104;20;Silicon;D2PAK-3 / TO-263-2;6625;2.5;242;;6;120;628;262;20.1;57;Standard;;FALSE;FALSE;FALSE;TRUE;Active
NVMFS5C456NL;https://www.onsemi.com/download/data-sheet/pdf/NVMFS5C456NL-D.PDF;NVMFS5C456NLWFT1G;'-;Power MOSFET 40V 87A 3.7mOhm Single N-Channel SO-8FL WF;N-Channel;Single;40;3.7;87;18;20;Silicon;DFNW5 5x6;1600;2;55;;6;8.2;590;21;4;20;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NTMFS5C612NL;https://www.onsemi.com/download/data-sheet/pdf/NTMFS5C612NL-D.PDF;NTMFS5C612NLT3G;2.07;Single N−Channel Power MOSFET 60V, 196A, 1.5mΩ;N-Channel;Single;60;1.5;226;91;20;Silicon;SO-8FL / DFN-5;6660;2;167;;2.3;22;3000;81;10.9;105;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVMFS5C645N;https://www.onsemi.com/download/data-sheet/pdf/NVMFS5C645N-D.PDF;NVMFS5C645NT1G;'-;Single N-Channel Power MOSFET 60V, 92A, 4.6mΩ;N-Channel;Single;60;4.6;20;20.4;20;Silicon;SO-8FL / DFN-5;1500;4;79;;;;1100;13;;40;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMFS5C645N;https://www.onsemi.com/download/data-sheet/pdf/NVMFS5C645N-D.PDF;NVMFS5C645NWFT1G;'-;Single N-Channel Power MOSFET 60V, 92A, 4.6mΩ;N-Channel;Single;60;4.6;20;20.4;20;Silicon;DFNW5 5x6 (FULL-CUT SO8FL WF);1500;4;79;;;;1100;13;;40;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDP8D5N10C;https://www.onsemi.com/download/data-sheet/pdf/FDP8D5N10C-D.PDF;FDP8D5N10C;1.18;N-Channel PowerTrench<sup>®</sup> MOSFET, Shielded Gate, 100V, 76A, 8.5mΩ;N-Channel;Single;100;8.5;76;25;20;Silicon;TO-220-3;1765;4;107;;;;1010;16;5;53;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTZD5110N;https://www.onsemi.com/download/data-sheet/pdf/NTZD5110N-D.PDF;NTZD5110NT1G;0.06;Dual N-Channel Small Signal MOSFET with ESD Protection 60V, 310mA, 1.6Ω;N-Channel;Dual;60;1600;0.3;0.7;20;Silicon;SOT-563;;2.5;0.25;;2500;0.7;;2.2;0.1;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMC86570L;https://www.onsemi.com/download/data-sheet/pdf/FDMC86570L-D.PDF;FDMC86570L;1.16;N-Channel Shielded Gate PowerTrench<sup>®</sup> MOSFET 60V , 84A, 4.3mΩ;N-Channel;Single;60;4.3;84;29;20;Silicon;PQFN-8;4790;3;54;;6.5;;821;19;6.3;26;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS5C442NL;https://www.onsemi.com/download/data-sheet/pdf/NTMFS5C442NL-D.PDF;NTMFS5C442NLT1G;0.96;Single N−Channel Power MOSFET 40V, 130A, 2.5mΩ;N-Channel;Single;40;2.5;130;50;20;Silicon;SO-8FL / DFN-5;3100;2;69;;3.7;;1200;28;6.7;40;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDC645N;https://www.onsemi.com/download/data-sheet/pdf/FDC645N-D.pdf;FDC645N;0.21;N-Channel PowerTrench<sup>®</sup> MOSFET 30V, 5.5A, 26mΩ;N-Channel;Single;30;26;5.5;13;12;Silicon;TSOT-23-6;1460;2;1.6;;30;;;;;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMS86182;https://www.onsemi.com/download/data-sheet/pdf/FDMS86182-D.pdf;FDMS86182;0.76;N-Channel Shielded Gate PowerTrench<sup>®</sup> MOSFET 100V, 78A, 7.2mΩ;N-Channel;Single;100;7.2;78;17;20;Silicon;PQFN-8;1880;4;83;;;;1105;13;5.1;116;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVMYS4D5N04C;https://www.onsemi.com/download/data-sheet/pdf/NVMYS4D5N04C-D.PDF;NVMYS4D5N04CTWG;'-;Power MOSFET 40 V, 4.5mΩ, 80 A, Single N-Channel;N-Channel;Single;40;4.5;78;17;20;Silicon;LFPAK-4;1150;3.5;56;;;;570;16;;18;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMTS0D7N04CL;https://www.onsemi.com/download/data-sheet/pdf/NVMTS0D7N04CL-D.PDF;NVMTS0D7N04CLTXG;5.25;Single N-Channel Power MOSFET 40V, 433A, 0.63mΩ;N-Channel;Single;40;0.63;433;99;20;Silicon;DFNW-8;12238;2.5;205;;;;4629;129;;184;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDS5672;https://www.onsemi.com/download/data-sheet/pdf/FDS5672-D.pdf;FDS5672;0.73;N-Channel PowerTrench<sup>®</sup> MOSFET 60V, 12A, 10mΩ;N-Channel;Single;60;10;12;4.2;20;Silicon;SOIC-8;2200;4;2.5;;;;410;130;9.3;40;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDN8601;https://www.onsemi.com/download/data-sheet/pdf/FDN8601-D.PDF;FDN8601;0.34;N-Channel PowerTrench<sup>®</sup> MOSFET 100V, 2.7A, 109mΩ;N-Channel;Single;100;109;2.7;1.8;20;Silicon;SOT-23-3;156;4;1.5;;;;47;2.7;0.8;15;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDD850N10L;https://www.onsemi.com/download/data-sheet/pdf/FDD850N10L-D.pdf;FDD850N10L;0.39;N-Channel PowerTrench<sup>®</sup> MOSFET 100V, 15.7A, 75mΩ;N-Channel;Single;100;61;15.7;12.3;20;Silicon;DPAK-3 / TO-252-3;1100;2.5;50;;66;;80;42;5.7;50;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVMYS3D8N04CL;https://www.onsemi.com/download/data-sheet/pdf/NVMYS3D8N04CL-D.PDF;NVMYS3D8N04CLTWG;'-;Power MOSFET 40 V, 3.7mΩ, 87 A, Single N-Channel;N-Channel;Single;40;4.5;80;18;20;Silicon;LFPAK-4;1150;3.5;55;;;;600;25;;18;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NTMTS002N10MC;https://www.onsemi.com/download/data-sheet/pdf/NTMTS002N10MC-D.PDF;NTMTS002N10MCTXG;3.34;Single N-Channel Power MOSFET 100V, 194 A, 2 mΩ, PQFN 8x8;N-Channel;Single;100;2.3;236;89;20;Silicon;DFNW-8;6305;4;235;;;;3405;37;;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMD4N03;https://www.onsemi.com/download/data-sheet/pdf/NTMD4N03R2-D.PDF;NTMD4N03R2G;0.27;Power MOSFET 30V 4A 60 mOhm Dual N-Channel S0-8;N-Channel;Dual;30;60;4;8;20;Silicon;SOIC-8;285;3;2;;80;;95;35;;8;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMS8350LET40;https://www.onsemi.com/download/data-sheet/pdf/FDMS8350LET40-D.pdf;FDMS8350LET40;1.94;N-Channel PowerTrench<sup>®</sup> MOSFET 40V, 300A, 0.85mΩ;N-Channel;Single;40;0.85;300;73;20;Silicon;PQFN-8;11850;3;125;;1.2;38;3430;4805;16;82;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMS5672;https://www.onsemi.com/download/data-sheet/pdf/FDMS5672-D.pdf;FDMS5672;1.56;N-Channel UltraFET Trench<sup>®</sup> MOSFET 60V, 22A, 11.5mΩ;N-Channel;Single;60;11.5;22;32;20;Silicon;DFN-8;2100;4;78;;;97;375;120;8.3;42;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDS86106;https://www.onsemi.com/download/data-sheet/pdf/FDS86106-D.pdf;FDS86106;0.44;N-Channel Power Trench<sup>®</sup> MOSFET 100V, 3.4A, 105mΩ;N-Channel;Single;100;105;3.4;1.6;20;Silicon;SOIC-8;156;4;5;;;;47;2;0.8;22;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMS5352;https://www.onsemi.com/download/data-sheet/pdf/FDMS5352-D.pdf;FDMS5352;1.20;N-Channel Power Trench<sup>®</sup> MOSFET 60V, 49A, 6.7mΩ;N-Channel;Single;60;6.7;49;48;20;Silicon;PQFN-8;5220;3;104;;8.2;;410;225;17;48;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMS6673BZ;https://www.onsemi.com/download/data-sheet/pdf/FDMS6673BZ-D.pdf;FDMS6673BZ;0.77;P-Channel PowerTrench<sup>®</sup> MOSFET -30V, -82A, 6.8mΩ;P-Channel;Single;-30;6.8;-82;52;25;Silicon;PQFN-8;4444;-3;73;;12.5;43;;;;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDP150N10A;https://www.onsemi.com/download/data-sheet/pdf/FDP150N10A-D.pdf;FDP150N10A-F102;0.98;N-Channel PowerTrench<sup>®</sup> MOSFET 100V, 50A, 15mΩ;N-Channel;Single;100;15;50;16.2;20;Silicon;TO-220-3;1080;4;91;;15;;267;11;3.7;55;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDBL86361_F085;https://www.onsemi.com/download/data-sheet/pdf/FDBL86361_F085-D.PDF;FDBL86361-F085;2.49;N-Channel PowerTrench<sup>®</sup> MOSFET, 80V, 300A, 1.4mΩ;N-Channel;Single;80;1.4;300;172;20;Silicon;TO-LL 8L;12800;4;429;;;;1925;139;;205;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDS3692;https://www.onsemi.com/download/data-sheet/pdf/FDS3692-D.pdf;FDS3692;0.47;N-Channel PowerTrench<sup>®</sup> MOSFET 100V, 4.5A, 60mΩ;N-Channel;Single;100;60;4.5;1.4;20;Silicon;SOIC-8;746;4;2.5;;;;115;27;2.8;64;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDS4480;https://www.onsemi.com/download/data-sheet/pdf/FDS4480-D.PDF;FDS4480;0.45;40V N-Channel PowerTrench<sup>®</sup> MOSFET, 10.8A, 12mΩ;N-Channel;Single;40;12;10.8;29;20;Silicon;SOIC-8;1686;5;2.5;;;;384;185;8;58;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVMFS5C612N;https://www.onsemi.com/download/data-sheet/pdf/NVMFS5C612N-D.PDF;NVMFS5C612NT1G;'-;Single N-Channel Power MOSFET 60V, 225A, 1.65mΩ;N-Channel;Single;60;1.65;225;62;20;Silicon;SO-8FL / DFN-5;4900;4;167;;;13;3300;30;7.6;160;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDD86369;https://www.onsemi.com/download/data-sheet/pdf/FDD86369-D.pdf;FDD86369;0.72;N-Channel PowerTrench<sup>®</sup> MOSFET 80V, 90A, 7.9mΩ;N-Channel;Single;80;7.9;90;36;20;Silicon;DPAK-3 / TO-252-3;2530;4;150;;;;430;16;8.5;40;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDBL86063;https://www.onsemi.com/download/data-sheet/pdf/FDBL86063-D.PDF;FDBL86063;3.16;N-Channel PowerTrench<sup>®</sup> MOSFET, 100V, 240A, 2.6mΩ;N-Channel;Single;100;2.6;240;73;20;Silicon;TO-LL 8L;5120;4;357;;;;3220;32;17;175;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTBGS4D1N15MC;https://www.onsemi.com/download/data-sheet/pdf/NTBGS4D1N15MC-D.PDF;NTBGS4D1N15MC;2.55;Power MOSFET, 150 V, 4.1 mΩ,  185A, Single N−Channel, D2PAK7;N-Channel;Single;150;4.1;185;88.9;20;Silicon;D2PAK-7 / TO-263-7;7285;4.5;3.7;;;;2025;10.6;13;164;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDM3622;https://www.onsemi.com/download/data-sheet/pdf/FDM3622-D.PDF;FDM3622;0.55;N-Channel PowerTrench<sup>®</sup> MOSFET 100V, 4.4A, 60mΩ;N-Channel;Single;100;60;4.4;13;20;Silicon;WDFN-8;820;4;2.1;;;10;125;35;3.4;108;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMS8D8N15C;https://www.onsemi.com/download/data-sheet/pdf/FDMS8D8N15C-D.PDF;FDMS8D8N15C;1.52;Power MOSFET, N channel, 150V, 85A, 8.8m Ohm in Power56 package, N-Channel Shielded Gate POWERTRENCH MOSFET;N-Channel;Single;150;8.8;85;38;20;Silicon;PQFN-8;3132;4.5;2.7;;;;927;5.3;5.7;495;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDS3572;https://www.onsemi.com/download/data-sheet/pdf/FDS3572-D.pdf;FDS3572;0.72;N-Channel PowerTrench<sup>®</sup> MOSFET 80V, 8.9A, 16mΩ;N-Channel;Single;80;16;8.9;4;20;Silicon;SOIC-8;1990;4;2.5;;;;320;85;7.5;70;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMS3572;https://www.onsemi.com/download/data-sheet/pdf/FDMS3572-D.pdf;FDMS3572;1.03;N-Channel UltraFET Trench<sup>®</sup> MOSFET 80V, 22A, 16.5mΩ;N-Channel;Single;100;16.5;22;28;20;Silicon;DFN-8;1870;4;78;;;27;275;78;8;71;Standard;;FALSE;FALSE;TRUE;TRUE;Active
ATP304;https://www.onsemi.com/download/data-sheet/pdf/ENA2192-D.PDF;ATP304-TL-H;2.16;P-Channel Power MOSFET -60V, -100A, 6.5mΩ;P-Channel;Single;-60;6.5;-100;240;20;Silicon;DPAK (Single Gauge) / ATPAK;13000;2.6;90;;8.9;;1080;760;;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMA8878;https://www.onsemi.com/download/data-sheet/pdf/FDMA8878-D.PDF;FDMA8878-F130;0.13;Single N-Channel Power Trench<sup>®</sup> MOSFET 30V, 9.0A, 16mΩ;N-Channel;Single;30;16;9;4.1;20;Silicon;WDFN-6;539;3;2.4;;19;;;;;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDS89161;https://www.onsemi.com/download/data-sheet/pdf/FDS89161-D.pdf;FDS89161;0.60;Dual N-Channel Shielded Gate PowerTrench<sup>®</sup> MOSFET 100V, 2.7A, 105mΩ;N-Channel;Dual;100;105;2.7;1.7;20;Silicon;SOIC-8;158;4;31;;;;43;3;0.8;21;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS5C430N;https://www.onsemi.com/download/data-sheet/pdf/NTMFS5C430-D.PDF;NTMFS5C430NT3G;1.59;Power MOSFET 40V, 185A, 1.7 mOhm, Single N-Channel standard gate;N-Channel;Single;40;1.7;185;47;20;Silicon;SO-8FL / DFN-5;3300;3.5;106;;;23;1600;45;7;68;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDS3672;https://www.onsemi.com/download/data-sheet/pdf/FDS3672-D.pdf;FDS3672;0.61;N-Channel PowerTrench<sup>®</sup> MOSFET, 100V, 7.5A, 22mΩ;N-Channel;Single;100;23;7.5;4;20;Silicon;SOIC-8;2015;4;2.5;;;;285;70;6;90;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDC86244;https://www.onsemi.com/download/data-sheet/pdf/FDC86244-D.PDF;FDC86244;0.34;N-Channel Shielded Gate Power Trench<sup>®</sup> MOSFET, 150 V, 2.3 A, 144 mΩ;N-Channel;Single;100;144;2.3;2.4;20;Silicon;TSOT-23-6;260;4;1.6;;;;32;1.7;1;33;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDPF8D5N10C;https://www.onsemi.com/download/data-sheet/pdf/FDP8D5N10C-D.PDF;FDPF8D5N10C;1.69;N-Channel Shielded Gate PowerTrench<sup>®</sup> MOSFET, 100V, 76A, 8.5mΩ;N-Channel;Single;100;8.5;76;25;20;Silicon;TO-220-3 FullPak;1765;4;35;;;;1010;16;5;53;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMC86262P;https://www.onsemi.com/download/data-sheet/pdf/FDMC86262P-D.pdf;FDMC86262P;0.42;P-Channel PowerTrench<sup>®</sup> MOSFET -150 V, -2 A, 307 mΩ;P-Channel;Single;-150;307;-2;5.6;25;Silicon;WDFN-8;632;-4;40;;;;45;1.3;1.6;166;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDD86367;https://www.onsemi.com/download/data-sheet/pdf/FDD86367-D.PDF;FDD86367;0.96;N-Channel PowerTrench<sup>®</sup> MOSFET 80 V, 100 A, 4.2 mΩ;N-Channel;Single;80;4.2;100;68;20;Silicon;DPAK-3 / TO-252-3;4840;4;227;;;;814;31;14;66;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDT1600N10ALZ;https://www.onsemi.com/download/data-sheet/pdf/FDT1600N10ALZ-D.PDF;FDT1600N10ALZ;0.23;N-Channel PowerTrench<sup>®</sup> MOSFET 100V, 5.6A, 160mΩ;N-Channel;Single;100;160;5.6;2.9;20;Silicon;SOT-223-4 / TO-261-4;169;2.8;10.42;;;;43;2.04;0.64;32.7;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMC86324;https://www.onsemi.com/download/data-sheet/pdf/FDMC86324-D.PDF;FDMC86324;0.55;N-Channel Power Trench<sup>®</sup> MOSFET 80V, 20A, 23mΩ;N-Channel;Single;80;23;20;8;20;Silicon;PQFN-8;725;4;41;;;;175;15;3.6;40;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS10N7D2C;https://www.onsemi.com/download/data-sheet/pdf/NTMFS10N7D2C-D.PDF;NTMFS10N7D2C;1.37;Power MOSFET, Single N-Channel Standard Gate, 100 V, 78 A, 7.2 mΩ;N-Channel;Single;100;7.2;78;26;20;Silicon;PQFN-8;1880;4;83;;;;1105;13;5.1;116;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS5C612NL;https://www.onsemi.com/download/data-sheet/pdf/NTMFS5C612NL-D.PDF;NTMFS5C612NLT1G;2.70;Single N−Channel Power MOSFET 60V, 196A, 1.5mΩ;N-Channel;Single;60;1.5;226;91;20;Silicon;SO-8FL / DFN-5;6660;2;167;;2.3;22;3000;81;10.9;105;Standard;;FALSE;FALSE;TRUE;TRUE;Active
RFD16N06LESM;https://www.onsemi.com/download/data-sheet/pdf/RFD16N06LESM-D.pdf;RFD16N06LESM9A;0.80;N-Channel Logic Level Power MOSFET 60V, 16A, 47mΩ;N-Channel;Single;60;47;16;29;10;Silicon;DPAK-3 / TO-252-3;1350;3;90;;47;;300;90;;;Standard;;FALSE;FALSE;FALSE;TRUE;Active
FDD8445;https://www.onsemi.com/download/data-sheet/pdf/FDD8445-D.pdf;FDD8445;0.53;N-Channel PowerTrench<sup>®</sup> MOSFET 40V, 50A, 8.7mΩ;N-Channel;Single;40;8.7;50;5.8;20;Silicon;DPAK-3 / TO-252-3;3040;4;79;;;;295;178;10.5;38;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS4C020N;https://www.onsemi.com/download/data-sheet/pdf/NTMFS4C020N-D.PDF;NTMFS4C020NT1G;0.81;Single N−Channel Power MOSFET 30 V, 303A, 0.9mΩ;N-Channel;Single;30;0.67;303;139;20;Silicon;SO-8FL / DFN-5;10144;2.2;1.54;;1;;5073;148;13;147;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMS86520;https://www.onsemi.com/download/data-sheet/pdf/FDMS86520-D.pdf;FDMS86520;0.59;N-Channel PowerTrench<sup>®</sup> MOSFET 60V, 42A, 7.4mΩ;N-Channel;Single;60;7.4;42;23;20;Silicon;PQFN-8;9420;4.5;69;;;;624;24;5.6;40;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMS037N08B;https://www.onsemi.com/download/data-sheet/pdf/FDMS037N08B-D.pdf;FDMS037N08B;1.04;N-Channel PowerTrench<sup>®</sup> MOSFET 75V, 100A, 3.7mΩ;N-Channel;Single;75;3.7;100;76.8;20;Silicon;PQFN-8;4550;4.5;104.2;;;43;1060;30.2;17.4;84;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS5C442N;https://www.onsemi.com/download/data-sheet/pdf/NTMFS5C442N-D.PDF;NTMFS5C442NT1G;0.81;Power MOSFET 40V, 140A, 2.3 mOhm, Single N-Channel standard gate;N-Channel;Single;40;2.3;140;32;20;Silicon;SO-8FL / DFN-5;2100;4;83;;;;1100;40;4.7;40;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS08N2D5C;https://www.onsemi.com/download/data-sheet/pdf/NTMFS08N2D5C-D.PDF;NTMFS08N2D5C;3.16;N‐Channel Shielded Gate PowerTrench<sup>®</sup> MOSFET 80V, 166A, 2.7mΩ;N-Channel;Single;80;2.7;24;38;20;Silicon;PQFN-8;4455;4;138;;;;1480;59;12;55;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDS86141;https://www.onsemi.com/download/data-sheet/pdf/FDS86141-D.pdf;FDS86141;0.86;N-Channel Power Trench<sup>®</sup> MOSFET 100V, 7A, 23mΩ;N-Channel;Single;100;23;7;6.7;20;Silicon;SOIC-8;703;4;2.5;;;;186;8.6;3.1;39;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMA86251;https://www.onsemi.com/download/data-sheet/pdf/FDMA86251-D.pdf;FDMA86251;0.32;Single N-Channel PowerTrench<sup>®</sup> MOSFET 150V, 2.4A, 175mΩ;N-Channel;Single;150;175;2.4;3.4;20;Silicon;WDFN-6;259;4;2.4;;;;24;1.5;1;38;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDS86267P;https://www.onsemi.com/download/data-sheet/pdf/FDS86267P-D.pdf;FDS86267P;0.56;P-Channel Shielded Gate PowerTrench<sup>®</sup> MOSFET -150V, -2.2A, 255mΩ;P-Channel;Single;-150;255;-2.2;7;25;Silicon;SOIC-8;806;-4;2.5;;;;54;1.6;1.9;157;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVD2955;https://www.onsemi.com/download/data-sheet/pdf/NTD2955-D.PDF;SVD2955T4G;0.52;Power MOSFET -60V, -12A, 180 mOhm, Single P-Channel, DPAK.;P-Channel;Single;-60;180;12;15;20;Silicon;DPAK-3;500;-4;55;;;;;;;;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVD5805N;https://www.onsemi.com/download/data-sheet/pdf/NTD5805N-D.PDF;NVD5805NT4G-VF01;'-;Single N-Channel Power MOSFET 40V, 51A, 9.5mΩ;N-Channel;Single;40;9.5;51;33;20;Silicon;DPAK-3;1725;3.5;47;;16;;220;160;9.8;15.5;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVJD5121NT1G-M06;https://www.onsemi.com/download/data-sheet/pdf/NTJD5121N-D.PDF;NTJD5121NT1G;0.04;Dual N−Channel Power MOSFET with ESD Protection 60V, 295mA, 1.6Ω;N-Channel;Dual;60;1600;0.295;0.9;20;Silicon;SC-88-6 / SC-70-6 / SOT-363-6;26;2.5;0.25;;2500;0.9;;2.5;0.28;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
